rep,n,d,p,sq,vol,area,dist,step
50000,3,1,0.8900000000000006,1201663,1077291,2591528,77339.53265958144,183687
50000,3,1,0.9000000000000006,1215003,1097775,2600970,77957.87479788197,184350
50000,3,1,0.9100000000000006,1229159,1121810,2615602,78775.40277905243,185456
50000,3,1,0.9200000000000006,1241833,1141558,2621104,79353.90774877898,186161
50000,3,1,0.9300000000000006,1255389,1170255,2644634,80526.50614550016,188285
50000,3,1,0.9400000000000006,1268362,1193773,2655318,81328.44566940253,189658
50000,3,1,0.9500000000000006,1282395,1218962,2664406,82159.8300570335,191079
50000,3,1,0.9600000000000006,1296099,1245028,2674810,83065.69262938974,192638
50000,3,1,0.9700000000000006,1309628,1271256,2682504,83966.35904932329,194394
50000,3,1,0.9800000000000006,1322976,1297512,2691120,84873.9536724871,196236
50000,3,1,0.9900000000000007,1336568,1323742,2696482,85739.97907626936,198067
50000,3,1,1.0000000000000007,1350000,1350000,2700000,86602.54037843649,200000
50000,3,2,0.01,3606,6,32,2.0,6
50000,3,2,0.02,14688,23,134,2.0,23
50000,3,2,0.03,33091,39,228,3.0,39
50000,3,2,0.04,58948,87,486,13.414213562373096,83
50000,3,2,0.05,90832,165,908,34.80311861943436,163
50000,3,2,0.060000000000000005,130130,226,1250,49.242640687119284,224
50000,3,2,0.07,178305,394,2068,109.92991341295169,375
50000,3,2,0.08,233830,519,2662,137.59652183072862,469
50000,3,2,0.09,294531,732,3704,223.20202528886523,666
50000,3,2,0.09999999999999999,366102,913,4570,276.4278672300531,821
50000,3,2,0.10999999999999999,441116,1192,5924,359.29954647328935,1038
50000,3,2,0.11999999999999998,527054,1646,8070,529.108356805563,1453
50000,3,2,0.12999999999999998,615190,1897,9138,594.2798679802753,1599
50000,3,2,0.13999999999999999,712917,2327,11112,752.5478918072739,1961
50000,3,2,0.15,822703,3003,14082,987.2286037459797,2459
50000,3,2,0.16,933942,3637,16956,1186.2248163609288,2942
50000,3,2,0.17,1053780,4622,21180,1485.1044218192726,3606
50000,3,2,0.18000000000000002,1183861,5568,25168,1776.3795655886072,4227
50000,3,2,0.19000000000000003,1313437,6186,27756,1920.773497974824,4603
50000,3,2,0.20000000000000004,1461417,7458,33040,2352.1393934308944,5395
50000,3,2,0.21000000000000005,1610223,9310,40910,2794.2834765904745,6494
50000,3,2,0.22000000000000006,1767070,11086,47892,3283.54029768103,7488
50000,3,2,0.23000000000000007,1922673,12861,55234,3729.332626563894,8565
50000,3,2,0.24000000000000007,2107669,15114,64122,4348.7759282407005,9797
50000,3,2,0.25000000000000006,2277445,17853,75118,4993.31345157637,11227
50000,3,2,0.26000000000000006,2462465,20941,87298,5738.419205963074,12714
50000,3,2,0.2700000000000001,2651822,25005,103162,6647.056866878502,14736
50000,3,2,0.2800000000000001,2862434,29377,120044,7451.043578915902,16499
50000,3,2,0.2900000000000001,3074076,36340,146376,8776.63563093966,19385
50000,3,2,0.3000000000000001,3274597,41761,166752,9771.910145069183,21726
50000,3,2,0.3100000000000001,3504267,48703,193108,10940.953650341678,24200
50000,3,2,0.3200000000000001,3734066,59828,234504,12700.710061696584,28264
50000,3,2,0.3300000000000001,3972738,70714,274944,14471.810534951135,32040
50000,3,2,0.34000000000000014,4218788,85294,328496,16296.641880213876,36554
50000,3,2,0.35000000000000014,4468003,101523,387572,18290.93520176347,41516
50000,3,2,0.36000000000000015,4726831,123047,465474,20663.69163664604,47384
50000,3,2,0.37000000000000016,4990844,149322,560950,23263.258588355176,54142
50000,3,2,0.38000000000000017,5263534,181507,675754,26096.05693966033,61483
50000,3,2,0.3900000000000002,5536797,218344,806682,29198.27833217463,70075
50000,3,2,0.4000000000000002,5823544,265715,972558,33113.01536536525,79951
50000,3,2,0.4100000000000002,6126447,310214,1127742,35472.979240311375,87409
50000,3,2,0.4200000000000002,6422728,379111,1367034,39594.41538328506,99477
50000,3,2,0.4300000000000002,6727385,456467,1632334,43558.67529238192,111575
50000,3,2,0.4400000000000002,7057510,544133,1932124,47459.936206866994,123933
50000,3,2,0.45000000000000023,7389047,659535,2319700,52593.52278567205,139517
50000,3,2,0.46000000000000024,7718873,773246,2698542,56348.6945862086,152167
50000,3,2,0.47000000000000025,8049428,909196,3144850,60979.70810541178,166737
50000,3,2,0.48000000000000026,8396119,1054324,3618258,65117.49694974549,180200
50000,3,2,0.49000000000000027,8755171,1234540,4198066,70217.56566601299,195903
50000,3,2,0.5000000000000002,9118746,1430944,4817282,75060.69389661329,211478
50000,3,2,0.5100000000000002,9481671,1656504,5526194,80575.83014060745,227602
50000,3,2,0.5200000000000002,9849467,1879110,6203912,84869.84409280188,241290
50000,3,2,0.5300000000000002,10247801,2118642,6920770,89088.63542430123,252842
50000,3,2,0.5400000000000003,10637841,2377665,7681534,94214.16120701071,265474
50000,3,2,0.5500000000000003,11018659,2649403,8457744,98462.47965316464,277458
50000,3,2,0.5600000000000003,11404411,2959638,9336046,104222.1629795451,290783
50000,3,2,0.5700000000000003,11852179,3244282,10110182,107385.54851855917,298857
50000,3,2,0.5800000000000003,12255298,3589276,11031914,112988.55709175818,309436
50000,3,2,0.5900000000000003,12684733,3945434,11960520,118231.49813007645,320221
50000,3,2,0.6000000000000003,13109692,4237312,12657640,121262.5799040445,323574
50000,3,2,0.6100000000000003,13567494,4645484,13670410,126453.49967301378,332077
50000,3,2,0.6200000000000003,14009440,4991860,14450694,130342.35588729741,336198
50000,3,2,0.6300000000000003,14449067,5456350,15551068,136812.2218786048,346955
50000,3,2,0.6400000000000003,14925983,5871745,16446076,141287.37646981116,353741
50000,3,2,0.6500000000000004,15399884,6277593,17274320,145290.5282369853,355874
50000,3,2,0.6600000000000004,15870364,6681856,18051748,149603.20073271793,360245
50000,3,2,0.6700000000000004,16361264,7087375,18783402,152968.79950102317,361376
50000,3,2,0.6800000000000004,16865091,7634386,19825466,158917.66639450015,368936
50000,3,2,0.6900000000000004,17337174,8132400,20697738,164219.70105149833,375345
50000,3,2,0.7000000000000004,17858078,8661432,21578482,169569.76612846978,381587
50000,3,2,0.7100000000000004,18374593,9191406,22407966,174134.40708959897,385519
50000,3,2,0.7200000000000004,18909325,9735145,23183518,178688.55872833863,388452
50000,3,2,0.7300000000000004,19427920,10340816,24082834,184695.0259311709,396063
50000,3,2,0.7400000000000004,19952671,10903335,24762792,189305.6285602433,400364
50000,3,2,0.7500000000000004,20501693,11577731,25620284,195195.49636377807,407396
50000,3,2,0.7600000000000005,21048662,12085595,26064232,198233.54478653375,408693
50000,3,2,0.7700000000000005,21600924,12731726,26716322,203465.75664855004,413969
50000,3,2,0.7800000000000005,22156532,13461183,27471466,209587.47723402645,422378
50000,3,2,0.7900000000000005,22751182,14208281,28162490,215320.7455521491,430235
50000,3,2,0.8000000000000005,23317184,15051331,28928918,222397.00110526124,440052
50000,3,2,0.8100000000000005,23927089,15836029,29496612,228200.78973377624,448038
50000,3,2,0.8200000000000005,24499835,16620541,29985184,233783.871379402,455824
50000,3,2,0.8300000000000005,25097650,17304036,30144302,237500.01370580017,459847
50000,3,2,0.8400000000000005,25732981,18316317,30787758,245237.24147705242,472385
50000,3,2,0.8500000000000005,26334611,19099863,30940006,249886.43410973894,478953
50000,3,2,0.8600000000000005,26957344,19982720,31141200,255537.22255068904,488095
50000,3,2,0.8700000000000006,27585127,21015430,31458066,262585.30555186066,499701
50000,3,2,0.8800000000000006,28225970,21984909,31546056,268626.6987686457,509807
50000,3,2,0.8900000000000006,28872834,22922352,31465760,273871.8736929439,518308
50000,3,2,0.9000000000000006,29526161,23908502,31294262,279393.6516674596,527574
50000,3,2,0.9100000000000006,30184709,25018494,31187752,286093.22419111914,539353
50000,3,2,0.9200000000000006,30870015,26222245,30998274,293340.1247699691,552220
50000,3,2,0.9300000000000006,31523123,27355698,30630910,299831.8511967209,563865
50000,3,2,0.9400000000000006,32206274,28571317,30161900,306572.992939762,576076
50000,3,2,0.9500000000000006,32886452,29719305,29478650,312413.4682628696,586709
50000,3,2,0.9600000000000006,33585919,31009018,28744738,319313.9586802066,599433
50000,3,2,0.9700000000000006,34298346,32300740,27849220,325854.18252957024,611587
50000,3,2,0.9800000000000006,35005999,33626147,26808278,332470.6166144667,623861
50000,3,2,0.9900000000000007,35727804,35006703,25624956,339287.96859304066,636639
50000,3,2,1.0000000000000007,36450000,36450000,24300000,346410.16151374596,650000
50000,3,3,0.01,963,0,0,0.0,-50000
50000,3,3,0.02,7784,0,0,0.0,-50000
50000,3,3,0.03,26240,0,0,0.0,-50000
50000,3,3,0.04,63541,4,24,0.0,-49996
50000,3,3,0.05,123076,9,52,2.0,-49991
50000,3,3,0.060000000000000005,212789,23,132,4.414213562373095,-49978
50000,3,3,0.07,338134,23,134,3.0,-49978
50000,3,3,0.08,504596,50,279,11.974691494688162,-49955
50000,3,3,0.09,719073,83,464,25.72792206135786,-49920
50000,3,3,0.09999999999999999,984456,104,571,37.702613556046025,-49902
50000,3,3,0.10999999999999999,1310110,104,572,33.46336783440549,-49903
50000,3,3,0.11999999999999998,1701528,196,1060,59.48042367016852,-49838
50000,3,3,0.12999999999999998,2169648,266,1443,84.69598434858028,-49777
50000,3,3,0.13999999999999999,2693543,395,2113,129.14003961552862,-49669
50000,3,3,0.15,3325337,459,2463,150.57013366729075,-49618
50000,3,3,0.16,4032463,556,2968,169.9922301790182,-49565
50000,3,3,0.17,4835106,756,4008,240.8947210888641,-49395
50000,3,3,0.18000000000000002,5727435,1012,5311,322.07960451642236,-49239
50000,3,3,0.19000000000000003,6759119,1190,6238,366.815216658416,-49137
50000,3,3,0.20000000000000004,7886321,1275,6689,404.0370124512491,-49037
50000,3,3,0.21000000000000005,9120028,1962,10155,598.3763253875691,-48642
50000,3,3,0.22000000000000006,10485349,2288,11827,686.4622822836371,-48420
50000,3,3,0.23000000000000007,11965048,2866,14769,848.9305804422245,-48088
50000,3,3,0.24000000000000007,13607120,3624,18531,1027.0953598869169,-47678
50000,3,3,0.25000000000000006,15358342,4407,22437,1207.9361124347697,-47284
50000,3,3,0.26000000000000006,17275198,5485,27853,1483.3179930401573,-46712
50000,3,3,0.2700000000000001,19351502,6962,35207,1818.3819203986088,-45968
50000,3,3,0.2800000000000001,21575171,8973,45131,2235.9099290723443,-45107
50000,3,3,0.2900000000000001,23998127,9754,49042,2450.802432747441,-44584
50000,3,3,0.3000000000000001,26531977,13242,66102,3091.9184681810343,-43160
50000,3,3,0.3100000000000001,29298640,15398,76644,3477.619612973168,-42380
50000,3,3,0.3200000000000001,32269957,20833,103224,4397.841756956748,-40362
50000,3,3,0.3300000000000001,35395928,24566,121344,4941.145322810523,-39091
50000,3,3,0.34000000000000014,38579204,30053,147948,5738.081363364289,-37154
50000,3,3,0.35000000000000014,42090093,37384,183565,6754.653039735775,-34881
50000,3,3,0.36000000000000015,45880345,47649,232904,7886.593291816009,-32172
50000,3,3,0.37000000000000016,49888721,57192,278628,8744.963815821777,-29744
50000,3,3,0.38000000000000017,53916658,76640,372255,10705.667721511594,-25207
50000,3,3,0.3900000000000002,58180154,100063,484277,13044.128276336038,-19538
50000,3,3,0.4000000000000002,62832955,131061,631794,15097.244465756216,-14066
50000,3,3,0.4100000000000002,67668934,176013,845773,18168.06416273564,-6728
50000,3,3,0.4200000000000002,72637643,241630,1158304,22126.833572196178,4134
50000,3,3,0.4300000000000002,77971379,321650,1536668,26202.772824314645,14856
50000,3,3,0.4400000000000002,83266805,429185,2044005,30283.92024832114,26927
50000,3,3,0.45000000000000023,88907991,632845,3003520,37589.74472411473,48036
50000,3,3,0.46000000000000024,94865554,882187,4173576,44930.88314787516,69237
50000,3,3,0.47000000000000025,100946028,1273040,6002945,54077.11059504057,97868
50000,3,3,0.48000000000000026,106921431,1808602,8500658,62632.80429231169,127201
50000,3,3,0.49000000000000027,112977967,2702034,12655490,77295.42653653248,177655
50000,3,3,0.5000000000000002,119432311,3673357,17154498,87013.65218443685,213158
50000,3,3,0.5100000000000002,125147337,5339447,24833890,102406.21219453572,270558
50000,3,3,0.5200000000000002,131144863,7348812,34053781,117619.17540460854,328554
50000,3,3,0.5300000000000002,136775212,9822572,45344522,133266.3909767383,383939
50000,3,3,0.5400000000000003,142442135,12667549,58232826,147160.73248022026,434015
50000,3,3,0.5500000000000003,147575701,16330606,74743345,163915.97248511433,487860
50000,3,3,0.5600000000000003,152825255,20075184,91473285,178297.47424539927,529929
50000,3,3,0.5700000000000003,158690818,23735029,107623736,188889.28076953487,553253
50000,3,3,0.5800000000000003,163785508,28521142,128681123,204383.27384895377,586620
50000,3,3,0.5900000000000003,168624778,33353540,149697724,219148.149099545,612859
50000,3,3,0.6000000000000003,174094735,38460454,171689513,233145.27670569907,638896
50000,3,3,0.6100000000000003,179446354,43942724,195067886,246282.71612038632,654642
50000,3,3,0.6200000000000003,184521639,50314244,222032023,262745.1499148009,674449
50000,3,3,0.6300000000000003,188978417,57009917,250071379,279699.8734447548,697788
50000,3,3,0.6400000000000003,195158510,63052500,274855774,289752.0725597118,698050
50000,3,3,0.6500000000000004,200151027,70213590,304119550,305901.49955155,710852
50000,3,3,0.6600000000000004,205739086,77549489,333672488,319384.7339051037,719634
50000,3,3,0.6700000000000004,209547026,86453694,369478883,337938.47841104155,742184
50000,3,3,0.6800000000000004,215305185,94331615,400359096,350342.29370275367,746140
50000,3,3,0.6900000000000004,219593198,103535969,436292089,367155.18411894666,761805
50000,3,3,0.7000000000000004,222969708,114502327,479005142,386424.2392496672,780417
50000,3,3,0.7100000000000004,228101807,124009738,514903736,399881.5183988598,790462
50000,3,3,0.7200000000000004,232294897,134905635,555888814,415448.67059735156,803712
50000,3,3,0.7300000000000004,237306064,145494376,594869568,429284.7996449228,815427
50000,3,3,0.7400000000000004,237533514,161491201,655053716,456371.0265531849,852835
50000,3,3,0.7500000000000004,241326961,173980118,700007948,471323.15953084413,868267
50000,3,3,0.7600000000000005,242476693,189285034,755369976,492369.3160954084,895457
50000,3,3,0.7700000000000005,245208897,203833091,806660369,509683.19415728323,916196
50000,3,3,0.7800000000000005,243453887,223724291,877839356,537284.6215000546,959440
50000,3,3,0.7900000000000005,245809303,239440504,931351574,553606.8871470842,981125
50000,3,3,0.8000000000000005,245196206,258884684,998064242,575519.3694252381,1013292
50000,3,3,0.8100000000000005,245525350,277797578,1061304688,594372.6144319231,1040298
50000,3,3,0.8200000000000005,241484869,301126904,1139971740,621495.5924125743,1083887
50000,3,3,0.8300000000000005,238780185,324266156,1216116173,645235.5451604344,1122181
50000,3,3,0.8400000000000005,239927215,343793556,1277171992,659945.0626844179,1143826
50000,3,3,0.8500000000000005,231149560,373273523,1373392016,692042.5328439017,1197253
50000,3,3,0.8600000000000005,227828808,398089705,1450328353,712400.1242115075,1230321
50000,3,3,0.8700000000000006,218809686,429401811,1548790516,741837.4520102632,1280114
50000,3,3,0.8800000000000006,213638070,456869577,1631174270,763941.4205296362,1316890
50000,3,3,0.8900000000000006,204282027,489054196,1728115789,790805.9468772146,1362772
50000,3,3,0.9000000000000006,192619663,524821457,1834991560,820326.4131147332,1413484
50000,3,3,0.9100000000000006,178193770,563466392,1949079050,852390.6998264658,1468684
50000,3,3,0.9200000000000006,165401723,601043083,2056379508,880175.1345572192,1516905
50000,3,3,0.9300000000000006,152321210,639087915,2162420335,906790.9515904522,1563210
50000,3,3,0.9400000000000006,135819353,681458112,2279741965,936580.4934297544,1615413
50000,3,3,0.9500000000000006,118153796,725511534,2399282688,966189.9019850699,1667360
50000,3,3,0.9600000000000006,97922433,772720743,2525548511,997645.6767012491,1722774
50000,3,3,0.9700000000000006,75881490,822328100,2655681194,1.0296868845903851e6,1779461
50000,3,3,0.9800000000000006,54608914,871624891,2780723232,1.0587108599727962e6,1830831
50000,3,3,0.9900000000000007,27706178,927274691,2921667702,1.092733533985962e6,1891203
50000,3,3,1.0000000000000007,0,984150000,3061800000,1.125833024918691e6,1950000
50000,5,1,0.01,62503,548,3232,26.414213562373096,547
50000,5,1,0.02,125228,1101,6346,122.14213562373094,1099
50000,5,1,0.03,188007,1862,10470,302.77685800370347,1837
50000,5,1,0.04,249766,2657,14736,490.85840672501496,2604
50000,5,1,0.05,313261,3660,19770,851.0536426354345,3530
50000,5,1,0.060000000000000005,375614,4426,23676,1071.0533794513472,4210
50000,5,1,0.07,436546,5584,29190,1533.779087589193,5257
50000,5,1,0.08,500574,6960,35712,2041.971542772794,6414
50000,5,1,0.09,562670,8445,42542,2571.998954926301,7631
50000,5,1,0.09999999999999999,624990,10313,51050,3303.9830480825153,9140
50000,5,1,0.10999999999999999,687593,12348,60182,3999.213150397217,10675
50000,5,1,0.11999999999999998,750690,14430,69210,4792.768608579938,12253
50000,5,1,0.12999999999999998,812099,17168,81014,5681.939030784045,14087
50000,5,1,0.13999999999999999,874826,20453,94958,6777.8834204857885,16351
50000,5,1,0.15,938051,23427,107276,7688.014046142073,18243
50000,5,1,0.16,1000243,27410,123620,8885.570266125646,20599
50000,5,1,0.17,1060590,32255,143754,10335.560370980567,23615
50000,5,1,0.18000000000000002,1125259,38116,167224,11885.103870559771,26758
50000,5,1,0.19000000000000003,1188970,43979,191050,13372.15143619351,30092
50000,5,1,0.20000000000000004,1249929,50632,217436,14969.49505178886,33507
50000,5,1,0.21000000000000005,1312877,58135,246922,16606.113274049352,37240
50000,5,1,0.22000000000000006,1374429,68026,285024,18494.07857930227,41551
50000,5,1,0.23000000000000007,1437896,79910,331468,20737.77705134565,46792
50000,5,1,0.24000000000000007,1499443,90183,370772,22410.45524198201,50802
50000,5,1,0.25000000000000006,1562509,103903,423076,24523.23189230383,56216
50000,5,1,0.26000000000000006,1626573,118473,479016,26756.046075405062,61863
50000,5,1,0.2700000000000001,1688611,134301,537650,28865.240640602693,67198
50000,5,1,0.2800000000000001,1750019,150950,600046,30843.688935357255,72775
50000,5,1,0.2900000000000001,1813220,179054,705320,34248.28333262445,81938
50000,5,1,0.3000000000000001,1875172,195331,764800,35623.28088099938,86609
50000,5,1,0.3100000000000001,1939022,222420,863366,38068.139406090486,94008
50000,5,1,0.3200000000000001,2002487,258047,994672,41563.19179771116,104475
50000,5,1,0.3300000000000001,2061403,287193,1098218,43569.40399153257,110955
50000,5,1,0.34000000000000014,2124671,325744,1240046,46679.187983589494,121674
50000,5,1,0.35000000000000014,2187364,364929,1378552,49151.44496076429,130424
50000,5,1,0.36000000000000015,2250992,410123,1538260,52213.30877774098,140633
50000,5,1,0.37000000000000016,2311869,456424,1699414,54367.05662676377,149059
50000,5,1,0.38000000000000017,2375392,500893,1853678,56603.203612915626,157520
50000,5,1,0.3900000000000002,2438837,548933,2015920,58305.04456491824,164990
50000,5,1,0.4000000000000002,2499160,616368,2249674,61964.1599680486,177512
50000,5,1,0.4100000000000002,2562621,671644,2434792,64118.77295664133,186457
50000,5,1,0.4200000000000002,2623688,740099,2663894,66981.8214461713,197205
50000,5,1,0.4300000000000002,2686133,803080,2870314,68939.02510061524,205189
50000,5,1,0.4400000000000002,2750639,873889,3099102,71092.9792493843,213537
50000,5,1,0.45000000000000023,2812672,946949,3334422,73556.79390675153,222583
50000,5,1,0.46000000000000024,2875144,1031086,3602396,76153.76661199836,231439
50000,5,1,0.47000000000000025,2935702,1099389,3810654,78053.49062060859,237720
50000,5,1,0.48000000000000026,2999254,1178584,4051158,80038.17255116686,244473
50000,5,1,0.49000000000000027,3064794,1269201,4321138,82960.69809052616,251436
50000,5,1,0.5000000000000002,3127088,1347466,4552398,84713.48408327255,257215
50000,5,1,0.5100000000000002,3187444,1415783,4735050,85845.94617738144,259646
50000,5,1,0.5200000000000002,3250922,1513142,5013312,88694.75243500604,266447
50000,5,1,0.5300000000000002,3313899,1594499,5228058,90553.80647171856,268754
50000,5,1,0.5400000000000003,3375881,1677630,5444198,92496.32086811936,272014
50000,5,1,0.5500000000000003,3439533,1756420,5637928,94087.04212542855,272837
50000,5,1,0.5600000000000003,3498735,1831340,5815424,95575.82550890443,274024
50000,5,1,0.5700000000000003,3561735,1921687,6031016,97838.05582354915,277462
50000,5,1,0.5800000000000003,3623112,2029723,6293904,100882.12476995548,281187
50000,5,1,0.5900000000000003,3687926,2098639,6423864,101867.59686915572,279735
50000,5,1,0.6000000000000003,3750563,2178882,6587948,103457.84043900746,279512
50000,5,1,0.6100000000000003,3811833,2267296,6765388,105544.89595300605,281054
50000,5,1,0.6200000000000003,3875772,2351943,6921166,107217.72993530963,282185
50000,5,1,0.6300000000000003,3937905,2430379,7047828,108725.4228031963,280004
50000,5,1,0.6400000000000003,3999885,2519017,7205788,110632.08416363824,281785
50000,5,1,0.6500000000000004,4063116,2597629,7316624,112019.69240454164,280612
50000,5,1,0.6600000000000004,4126333,2684388,7447662,113782.84832987998,280839
50000,5,1,0.6700000000000004,4187105,2778793,7596698,115933.44773772958,282547
50000,5,1,0.6800000000000004,4248714,2877348,7737378,118082.72663750347,283907
50000,5,1,0.6900000000000004,4313294,2962005,7832680,119550.2903320152,283502
50000,5,1,0.7000000000000004,4373271,3034595,7893864,120645.41054401571,283049
50000,5,1,0.7100000000000004,4437158,3135318,8016136,122796.0099518653,284807
50000,5,1,0.7200000000000004,4499944,3238958,8134030,124947.21705486947,286038
50000,5,1,0.7300000000000004,4562614,3333298,8210220,126704.12426890185,286591
50000,5,1,0.7400000000000004,4624217,3416829,8272126,128119.334134341,286833
50000,5,1,0.7500000000000004,4687773,3510350,8330200,129779.10290960992,287369
