rep,n,d,p,sq,vol,area,dist,step
50000,3,1,0.5700000000000003,256396,146910,308982,38223.90168462861,81782
50000,3,1,0.5800000000000003,261432,151912,316256,38955.15269347813,83330
50000,3,1,0.5900000000000003,265085,156330,323538,39648.526501967826,84749
50000,3,1,0.6000000000000003,269545,162998,334926,40840.071016779795,87253
50000,3,1,0.6100000000000003,274786,167871,341182,41442.8296015805,88483
50000,3,1,0.6200000000000003,279210,173998,351286,42477.59027842131,90579
50000,3,1,0.6300000000000003,283321,178907,358286,43138.00571747127,91940
50000,3,1,0.6400000000000003,287750,184500,366060,43851.408963212394,93404
50000,3,1,0.6500000000000004,292732,190985,375758,44795.412280740435,95388
50000,3,1,0.6600000000000004,296889,196788,383412,45538.396262285234,96948
50000,3,1,0.6700000000000004,301383,203389,392370,46406.0320474453,98734
50000,3,1,0.6800000000000004,305908,209169,400874,47221.430242552226,100438
50000,3,1,0.6900000000000004,310430,215656,409938,48055.79900040762,102178
50000,3,1,0.7000000000000004,314491,221235,416938,48705.94741215287,103536
50000,3,1,0.7100000000000004,319358,228627,426858,49615.36999387726,105438
50000,3,1,0.7200000000000004,323729,233954,432788,50133.28081556966,106517
50000,3,1,0.7300000000000004,328498,241059,441426,50949.98052586678,108220
50000,3,1,0.7400000000000004,332642,247128,448726,51666.425402168155,109731
50000,3,1,0.7500000000000004,337652,255383,459204,52681.08557394554,111854
50000,3,1,0.7600000000000005,342001,262914,468890,53608.5792234817,113819
50000,3,1,0.7700000000000005,346254,268863,474416,54173.075831611626,114993
50000,3,1,0.7800000000000005,351045,276068,481868,54884.19480610523,116488
50000,3,1,0.7900000000000005,355657,284405,491710,55842.62958113833,118509
50000,3,1,0.8000000000000005,360773,293043,500846,56762.152667926035,120451
50000,3,1,0.8100000000000005,364876,298281,505016,57089.63499070664,121139
50000,3,1,0.8200000000000005,369035,305487,512158,57875.69509069707,122805
50000,3,1,0.8300000000000005,373507,312378,517890,58419.45158345686,123952
50000,3,1,0.8400000000000005,378043,320602,525794,59364.28837874352,125945
50000,3,1,0.8500000000000005,382021,328098,533502,60128.52005160926,127569
50000,3,1,0.8600000000000005,386848,335803,539350,60781.543571673545,128952
50000,3,1,0.8700000000000006,391213,343362,545214,61476.064566420784,130421
50000,3,1,0.8800000000000006,396319,351508,550636,62153.12971704535,131852
50000,3,1,0.8900000000000006,400661,360004,557494,62992.82942734244,133630
50000,3,1,0.9000000000000006,404966,366839,561596,63551.44378447848,134815
50000,3,1,0.9100000000000006,409602,375707,567656,64360.03079640342,136534
50000,3,1,0.9200000000000006,413849,383431,572798,65085.522353899076,138070
50000,3,1,0.9300000000000006,418410,391388,577010,65732.2321654644,139440
50000,3,1,0.9400000000000006,423151,400112,581490,66470.86585858375,141008
50000,3,1,0.9500000000000006,427491,408676,586278,67281.21022982159,142726
50000,3,1,0.9600000000000006,431860,416114,588772,67866.28043108027,143967
50000,3,1,0.9700000000000006,436655,424972,592254,68616.22783269858,145557
50000,3,1,0.9800000000000006,441040,433116,595172,69293.63612907367,146994
50000,3,1,0.9900000000000007,445454,441450,597822,69997.91448313378,148488
50000,3,1,1.0000000000000007,450000,450000,600000,70710.6781185681,150000
50000,3,2,0.01,385,5,18,1.0,5
50000,3,2,0.02,1658,20,76,2.0,20
50000,3,2,0.03,3595,52,198,5.0,52
50000,3,2,0.04,6408,95,358,11.0,95
50000,3,2,0.05,10281,138,512,17.82842712474619,137
50000,3,2,0.060000000000000005,14470,240,844,51.31370849898475,238
50000,3,2,0.07,20266,313,1114,56.31370849898475,306
50000,3,2,0.08,25864,446,1542,102.62084428835,436
50000,3,2,0.09,32728,547,1864,129.52691193458114,529
50000,3,2,0.09999999999999999,40376,720,2418,180.47503404873393,690
50000,3,2,0.10999999999999999,49422,978,3172,278.1893867832741,920
50000,3,2,0.11999999999999998,58606,1153,3744,317.95236669535524,1090
50000,3,2,0.12999999999999998,68457,1423,4546,411.8869194826903,1324
50000,3,2,0.13999999999999999,79160,1646,5112,498.32336533235747,1507
50000,3,2,0.15,90411,1956,6050,609.3323965677691,1786
50000,3,2,0.16,104867,2258,6938,709.2830082849489,2057
50000,3,2,0.17,116825,2731,8264,880.5599146402778,2457
50000,3,2,0.18000000000000002,131314,3352,9938,1094.5243492736302,2965
50000,3,2,0.19000000000000003,145946,3899,11374,1323.1514225806932,3416
50000,3,2,0.20000000000000004,163366,4372,12594,1517.7857026135625,3817
50000,3,2,0.21000000000000005,179063,5232,14784,1818.0999550456359,4489
50000,3,2,0.22000000000000006,194770,5559,15620,1957.185577783978,4732
50000,3,2,0.23000000000000007,213830,6700,18484,2374.7280418527707,5635
50000,3,2,0.24000000000000007,232844,7075,19314,2546.9132190806044,5885
50000,3,2,0.25000000000000006,252563,8339,22564,3037.51248148302,6921
50000,3,2,0.26000000000000006,273299,9383,25026,3427.3604572509507,7657
50000,3,2,0.2700000000000001,294478,10388,27522,3804.986055807277,8424
50000,3,2,0.2800000000000001,318805,11994,30952,4409.689748331844,9504
50000,3,2,0.2900000000000001,339822,13090,33526,4799.859657808629,10243
50000,3,2,0.3000000000000001,363083,14616,36904,5390.288469946642,11335
50000,3,2,0.3100000000000001,389090,17030,42154,6261.783817564334,12856
50000,3,2,0.3200000000000001,413902,18416,45254,6802.252339953913,13859
50000,3,2,0.3300000000000001,440036,21139,51216,7808.70808210241,15670
50000,3,2,0.34000000000000014,465789,22083,52822,8048.331844647913,16102
50000,3,2,0.35000000000000014,496372,25705,60476,9461.050230761886,18536
50000,3,2,0.36000000000000015,526342,28424,66036,10316.20090808811,20044
50000,3,2,0.37000000000000016,555210,30914,71204,11253.749445497935,21625
50000,3,2,0.38000000000000017,583494,34496,78402,12450.630807705154,23719
50000,3,2,0.3900000000000002,615110,38846,86948,13904.959977905506,26174
50000,3,2,0.4000000000000002,648960,43044,95088,15248.488606654124,28506
50000,3,2,0.4100000000000002,683653,48048,104448,16768.047579770737,31150
50000,3,2,0.4200000000000002,715290,52016,112080,18198.241222858753,33482
50000,3,2,0.4300000000000002,748625,59520,125630,20314.416792303135,37036
50000,3,2,0.4400000000000002,786734,65696,137150,22194.559627856655,40276
50000,3,2,0.45000000000000023,822972,73417,151452,24389.153331258745,44080
50000,3,2,0.46000000000000024,856130,80092,163224,26269.03739116841,47419
50000,3,2,0.47000000000000025,892834,88651,178354,28562.20600263497,51360
50000,3,2,0.48000000000000026,933797,98678,195678,31160.868531388915,55787
50000,3,2,0.49000000000000027,973313,108307,212060,33473.02858156613,59838
50000,3,2,0.5000000000000002,1016285,121243,234512,36423.63881920765,65150
50000,3,2,0.5100000000000002,1053358,133667,254648,39449.4706727682,70529
50000,3,2,0.5200000000000002,1095602,146471,275586,41845.962751135194,74738
50000,3,2,0.5300000000000002,1139918,163014,302980,45660.02763551146,81792
50000,3,2,0.5400000000000003,1182362,180702,330868,49109.03700213962,87703
50000,3,2,0.5500000000000003,1220541,199461,361354,53058.76807147803,94859
50000,3,2,0.5600000000000003,1271565,223379,399592,57474.56487291576,103565
50000,3,2,0.5700000000000003,1316945,246140,433362,61328.72897518696,110286
50000,3,2,0.5800000000000003,1363755,272043,472978,65748.31977163936,118594
50000,3,2,0.5900000000000003,1410170,299739,515070,70081.13490745312,126758
50000,3,2,0.6000000000000003,1458093,332918,564220,75414.89067275017,137093
50000,3,2,0.6100000000000003,1508282,360955,604796,78986.38467864708,144215
50000,3,2,0.6200000000000003,1554864,397491,655994,84133.64410384784,153896
50000,3,2,0.6300000000000003,1607347,438438,712628,89040.79872076094,163645
50000,3,2,0.6400000000000003,1658919,483060,775298,94306.67188629835,173936
50000,3,2,0.6500000000000004,1708553,523581,829454,99236.57296059704,183647
50000,3,2,0.6600000000000004,1761061,570961,891056,104146.30826149053,193730
50000,3,2,0.6700000000000004,1818682,626650,961628,109915.64721028905,204527
50000,3,2,0.6800000000000004,1872015,677273,1024474,114596.20487710253,213745
50000,3,2,0.6900000000000004,1930512,742051,1103048,120686.74016072864,225957
50000,3,2,0.7000000000000004,1985792,803505,1177420,126216.0302498109,236582
50000,3,2,0.7100000000000004,2041707,865698,1247740,131277.63471003002,246217
50000,3,2,0.7200000000000004,2098597,935228,1326126,136867.6977831384,256076
50000,3,2,0.7300000000000004,2159804,1009229,1400740,141789.89049582183,265701
50000,3,2,0.7400000000000004,2215553,1075204,1468404,146502.23848068799,274206
50000,3,2,0.7500000000000004,2277794,1171642,1566454,153532.94032109767,285995
50000,3,2,0.7600000000000005,2334915,1243770,1628984,157917.51929864805,293971
50000,3,2,0.7700000000000005,2402351,1322923,1694154,161821.65894673666,299399
50000,3,2,0.7800000000000005,2462948,1413378,1770994,167850.90356651583,308202
50000,3,2,0.7900000000000005,2530039,1504899,1839786,172861.39322311096,316592
50000,3,2,0.8000000000000005,2592475,1600207,1906540,178328.08066961193,323560
50000,3,2,0.8100000000000005,2655887,1695779,1971094,183653.91423833766,330777
50000,3,2,0.8200000000000005,2722877,1796528,2027784,188623.04062965943,336671
50000,3,2,0.8300000000000005,2790535,1899752,2083294,193964.06047755844,342826
50000,3,2,0.8400000000000005,2857448,2002808,2126036,198974.40478339433,347845
50000,3,2,0.8500000000000005,2924431,2100452,2158256,203152.60882403958,352177
50000,3,2,0.8600000000000005,2993653,2209817,2194234,208327.6114819407,356871
50000,3,2,0.8700000000000006,3060569,2318102,2225210,213634.6102918753,362790
50000,3,2,0.8800000000000006,3138220,2440135,2247662,218727.82271966312,367710
50000,3,2,0.8900000000000006,3210333,2559762,2266150,224258.839208133,374005
50000,3,2,0.9000000000000006,3279282,2670178,2262214,228997.4137416478,378194
50000,3,2,0.9100000000000006,3353902,2790623,2254844,233850.17804563735,383306
50000,3,2,0.9200000000000006,3426233,2909491,2239020,238558.87958421715,388576
50000,3,2,0.9300000000000006,3503890,3051380,2229808,244734.04679535393,396155
50000,3,2,0.9400000000000006,3579028,3188352,2202002,250519.62927287933,403274
50000,3,2,0.9500000000000006,3655022,3320582,2160794,255722.64050389896,409862
50000,3,2,0.9600000000000006,3732421,3454087,2107922,260667.18696206607,416658
50000,3,2,0.9700000000000006,3810149,3594726,2045584,265964.0736073901,424117
50000,3,2,0.9800000000000006,3891338,3744091,1974834,271517.6902668159,432370
50000,3,2,0.9900000000000007,3969596,3889751,1890854,276806.84899007855,440478
50000,3,2,1.0000000000000007,4050000,4050000,1800000,282842.7124742724,450000
50000,3,3,0.01,28,0,0,0.0,0
50000,3,3,0.02,298,1,4,0.0,1
50000,3,3,0.03,978,1,4,0.0,1
50000,3,3,0.04,2227,0,0,0.0,0
50000,3,3,0.05,4584,8,28,2.0,8
50000,3,3,0.060000000000000005,7788,9,34,1.0,9
50000,3,3,0.07,12718,27,96,5.0,26
50000,3,3,0.08,18674,25,92,4.0,25
50000,3,3,0.09,26530,33,120,6.0,33
50000,3,3,0.09999999999999999,36486,66,212,18.65685424949238,61
50000,3,3,0.10999999999999999,48439,128,408,36.31370849898477,117
50000,3,3,0.11999999999999998,62279,144,466,38.48528137423857,132
50000,3,3,0.12999999999999998,79155,188,596,51.627416997969505,173
50000,3,3,0.13999999999999999,100520,245,754,74.75640720246146,222
50000,3,3,0.15,122135,278,866,82.41983416157332,255
50000,3,3,0.16,150440,366,1128,121.07668841106567,339
50000,3,3,0.17,179369,484,1432,167.3414014575741,436
50000,3,3,0.18000000000000002,212173,571,1692,187.7549268892021,509
50000,3,3,0.19000000000000003,251568,819,2350,294.50546517315314,723
50000,3,3,0.20000000000000004,291879,878,2490,312.57780495124763,754
50000,3,3,0.21000000000000005,338347,1053,2970,378.5655149530856,921
50000,3,3,0.22000000000000006,387345,1217,3454,426.45279510479196,1053
50000,3,3,0.23000000000000007,443072,1541,4268,537.990988210054,1281
50000,3,3,0.24000000000000007,504934,1752,4788,632.3388633006003,1475
50000,3,3,0.25000000000000006,570702,2111,5716,752.1556916372534,1737
50000,3,3,0.26000000000000006,643173,2647,6994,958.5781147587371,2153
50000,3,3,0.2700000000000001,717216,2821,7468,1016.0827477019338,2253
50000,3,3,0.2800000000000001,798565,3281,8506,1205.4273653653968,2598
50000,3,3,0.2900000000000001,887499,3637,9428,1330.825137609332,2875
50000,3,3,0.3000000000000001,981940,4439,11294,1615.4690674638468,3439
50000,3,3,0.3100000000000001,1087894,5279,13060,1948.9804443218138,3981
50000,3,3,0.3200000000000001,1192261,5700,14046,2123.7357671043665,4306
50000,3,3,0.3300000000000001,1312464,6904,16700,2552.859138212274,5141
50000,3,3,0.34000000000000014,1431015,7703,18382,2795.4375900235705,5584
50000,3,3,0.35000000000000014,1562321,8857,20980,3277.8313804403383,6388
50000,3,3,0.36000000000000015,1702369,10002,23334,3615.44195842693,7042
50000,3,3,0.37000000000000016,1848478,12105,27728,4425.486358414901,8387
50000,3,3,0.38000000000000017,1994924,13667,30620,4868.214801447451,9225
50000,3,3,0.3900000000000002,2165136,15533,34496,5610.843934944701,10425
50000,3,3,0.4000000000000002,2330199,17111,37436,6031.293643821129,11148
50000,3,3,0.4100000000000002,2512825,20136,43806,7171.511796398907,13141
50000,3,3,0.4200000000000002,2704942,22377,47876,7756.601328276405,14215
50000,3,3,0.4300000000000002,2893428,25451,53648,8749.063066411067,15893
50000,3,3,0.4400000000000002,3111468,30575,63658,10313.432267661263,18637
50000,3,3,0.45000000000000023,3308610,32816,67208,11030.120696953543,19688
50000,3,3,0.46000000000000024,3547627,38384,77676,12675.932945079225,22493
50000,3,3,0.47000000000000025,3782581,43331,86782,14111.361881629588,24960
50000,3,3,0.48000000000000026,4031321,50903,99866,16145.81904547587,28393
50000,3,3,0.49000000000000027,4286840,57512,111200,17840.475597904155,31218
50000,3,3,0.5000000000000002,4549394,66168,126846,20253.80874235838,35335
50000,3,3,0.5100000000000002,4842397,77249,145546,23042.26690912087,39923
50000,3,3,0.5200000000000002,5125643,87201,161668,25176.579000335296,43612
50000,3,3,0.5300000000000002,5413452,101026,184344,28132.266147600047,48854
50000,3,3,0.5400000000000003,5737873,116566,209662,31954.683943937576,55041
50000,3,3,0.5500000000000003,6056507,138865,245968,36447.17319022199,62829
50000,3,3,0.5600000000000003,6385042,157479,274078,40225.00241545344,68978
50000,3,3,0.5700000000000003,6739346,181639,312664,45094.14470357551,77305
50000,3,3,0.5800000000000003,7114937,218903,370600,51763.8944137585,88916
50000,3,3,0.5900000000000003,7471544,253872,422924,57572.0025885766,98737
50000,3,3,0.6000000000000003,7887242,300471,492288,65413.17418589937,112066
50000,3,3,0.6100000000000003,8267890,363423,585824,74956.34616834747,128747
50000,3,3,0.6200000000000003,8684845,427391,678654,84228.62204197963,145220
50000,3,3,0.6300000000000003,9127818,511106,797964,95494.95972031337,164823
50000,3,3,0.6400000000000003,9540887,618958,950364,107783.44427444997,187396
50000,3,3,0.6500000000000004,10003246,733410,1107450,119949.83872300982,210211
50000,3,3,0.6600000000000004,10488757,905867,1345124,139302.45344063622,245677
50000,3,3,0.6700000000000004,10953045,1077762,1574116,154762.40917874876,274704
50000,3,3,0.6800000000000004,11468824,1296554,1856306,172716.16448797032,308711
50000,3,3,0.6900000000000004,11956936,1565414,2205610,193462.56152230877,350876
50000,3,3,0.7000000000000004,12498034,1866314,2575646,212865.59276902612,387714
50000,3,3,0.7100000000000004,13055666,2233084,3022436,234086.38459374878,432022
50000,3,3,0.7200000000000004,13589921,2678353,3552352,258735.36309676728,480995
50000,3,3,0.7300000000000004,14189081,3223754,4185512,286258.18147756247,539720
50000,3,3,0.7400000000000004,14768207,3740633,4748468,306920.03259104106,580543
50000,3,3,0.7500000000000004,15373991,4398964,5449974,334377.71720242425,632748
50000,3,3,0.7600000000000005,16011984,5030083,6082506,355153.4510672268,675261
50000,3,3,0.7700000000000005,16641349,5821036,6847134,381146.0560154979,721343
50000,3,3,0.7800000000000005,17301040,6633649,7583338,405719.74903108086,766074
50000,3,3,0.7900000000000005,17935187,7473992,8289286,428076.418158841,803365
50000,3,3,0.8000000000000005,18651695,8334768,8957272,449951.2690021034,831401
50000,3,3,0.8100000000000005,19376779,9288657,9638074,471498.78914355574,864258
50000,3,3,0.8200000000000005,20086231,10223399,10205302,492737.9800233573,882861
50000,3,3,0.8300000000000005,20839663,11308413,10838486,517124.3740106192,911996
50000,3,3,0.8400000000000005,21591737,12384436,11376962,541211.935231758,934116
50000,3,3,0.8500000000000005,22393556,13425881,11755550,559079.222879068,945417
50000,3,3,0.8600000000000005,23198091,14515267,12087838,580224.2699174243,959885
50000,3,3,0.8700000000000006,24001035,15684556,12375450,602928.576867852,979113
50000,3,3,0.8800000000000006,24841131,16934323,12589538,626529.6845407669,997267
50000,3,3,0.8900000000000006,25703183,18148978,12646754,646859.3353966974,1013561
50000,3,3,0.9000000000000006,26565625,19399172,12611234,668219.1479536858,1032121
50000,3,3,0.9100000000000006,27457666,20797129,12526828,692421.521311871,1056413
50000,3,3,0.9200000000000006,28368239,22178146,12301142,714098.4014436202,1077549
50000,3,3,0.9300000000000006,29324080,23751966,11994232,740119.0190539096,1108078
50000,3,3,0.9400000000000006,30267303,25208220,11475686,761568.7057161195,1132977
50000,3,3,0.9500000000000006,31267232,26896405,10893398,786644.5563877957,1164773
50000,3,3,0.9600000000000006,32249098,28656020,10162270,813388.9357700726,1199953
50000,3,3,0.9700000000000006,33275935,30420393,9235826,837643.1463587586,1232831
50000,3,3,0.9800000000000006,34302919,32319439,8148862,863971.501425882,1269804
50000,3,3,0.9900000000000007,35366932,34306628,6881012,890576.9492748656,1308137
50000,3,3,1.0000000000000007,36450000,36450000,5400000,919238.8155435256,1350000
50000,3,4,0.01,5,0,0,0.0,0
50000,3,4,0.02,61,0,0,0.0,0
50000,3,4,0.03,242,0,0,0.0,0
50000,3,4,0.04,826,0,0,0.0,0
50000,3,4,0.05,2056,1,4,0.0,1
50000,3,4,0.060000000000000005,4260,0,0,0.0,0
50000,3,4,0.07,7717,6,22,1.0,6
50000,3,4,0.08,13397,1,4,0.0,1
50000,3,4,0.09,21931,3,10,1.0,3
50000,3,4,0.09999999999999999,33335,10,34,2.0,9
50000,3,4,0.10999999999999999,48507,22,66,7.82842712474619,20
50000,3,4,0.11999999999999998,68611,28,84,9.242640687119284,25
50000,3,4,0.12999999999999998,93612,24,80,5.414213562373095,22
50000,3,4,0.13999999999999999,125666,23,78,5.242640687119285,23
50000,3,4,0.15,166226,45,132,15.22677276241436,41
50000,3,4,0.16,216338,51,150,16.899494936611667,46
50000,3,4,0.17,269698,89,262,31.378203601230748,82
50000,3,4,0.18000000000000002,346128,94,280,32.206630725976936,86
50000,3,4,0.19000000000000003,427386,153,442,55.749834492841984,138
50000,3,4,0.20000000000000004,525756,190,544,70.75640720246146,171
50000,3,4,0.21000000000000005,642405,206,588,72.3236032099175,179
50000,3,4,0.22000000000000006,771537,240,678,87.36410607157248,210
50000,3,4,0.23000000000000007,921285,316,900,110.57730950716886,278
50000,3,4,0.24000000000000007,1088629,431,1140,151.0200082106457,343
50000,3,4,0.25000000000000006,1280907,506,1362,176.58875582436835,407
50000,3,4,0.26000000000000006,1492280,533,1440,192.64667821699487,428
50000,3,4,0.2700000000000001,1736531,770,2004,284.5796044881781,614
50000,3,4,0.2800000000000001,2014755,1005,2656,349.8708467194217,801
50000,3,4,0.2900000000000001,2317805,1074,2730,420.9163101134076,864
50000,3,4,0.3000000000000001,2666128,1289,3290,460.5851158169959,995
50000,3,4,0.3100000000000001,3019738,1613,4026,596.7847925720058,1240
50000,3,4,0.3200000000000001,3435183,1986,4848,727.4060516522081,1485
50000,3,4,0.3300000000000001,3878576,2261,5480,833.5487737775711,1687
50000,3,4,0.34000000000000014,4393129,2489,5994,913.5694251646762,1823
50000,3,4,0.35000000000000014,4934646,3234,7568,1174.139227459993,2300
50000,3,4,0.36000000000000015,5525998,3566,8278,1292.0218455622353,2487
50000,3,4,0.37000000000000016,6121861,3931,9064,1421.32064671665,2742
50000,3,4,0.38000000000000017,6859897,5084,11530,1859.0634900744271,3517
50000,3,4,0.3900000000000002,7587030,6163,13620,2202.258840749227,4111
50000,3,4,0.4000000000000002,8426131,6730,15024,2408.6477614639257,4511
50000,3,4,0.4100000000000002,9310275,8370,18268,2972.3689508593766,5456
50000,3,4,0.4200000000000002,10209874,9271,19716,3204.5646754209997,5843
50000,3,4,0.4300000000000002,11280642,11111,23516,3825.546312101066,6895
50000,3,4,0.4400000000000002,12273390,13564,28122,4613.090130071386,8226
50000,3,4,0.45000000000000023,13418207,15241,31188,5065.890833206965,9028
50000,3,4,0.46000000000000024,14736583,17110,34650,5666.181922707314,10040
50000,3,4,0.47000000000000025,15996598,19999,39958,6507.739296573568,11467
50000,3,4,0.48000000000000026,17394180,24892,48808,7849.375473852771,13866
50000,3,4,0.49000000000000027,18835558,27483,53396,8571.971127542312,15053
50000,3,4,0.5000000000000002,20497855,33093,63150,10102.767334878536,17458
50000,3,4,0.5100000000000002,22243485,38445,72388,11451.387758649036,19915
50000,3,4,0.5200000000000002,23952209,45301,83622,12967.848487156172,22560
50000,3,4,0.5300000000000002,25848403,53705,98098,15250.441655970066,26196
50000,3,4,0.5400000000000003,27929569,65478,117576,17944.97262174301,30752
50000,3,4,0.5500000000000003,29957281,73494,130716,19567.57355663693,33531
50000,3,4,0.5600000000000003,32294882,88487,154306,22597.571933052346,38750
50000,3,4,0.5700000000000003,34624402,107500,184612,26515.68016715297,45427
50000,3,4,0.5800000000000003,37103538,124265,210422,29694.379726173775,50830
50000,3,4,0.5900000000000003,39670729,155016,258086,35258.95864809234,60342
50000,3,4,0.6000000000000003,42518739,181334,296878,39296.28145550932,67223
50000,3,4,0.6100000000000003,45411417,227884,367446,46951.486143262046,80373
50000,3,4,0.6200000000000003,48450712,277197,439168,54062.059304805436,92624
50000,3,4,0.6300000000000003,51659124,339809,529810,62706.639846008366,107733
50000,3,4,0.6400000000000003,55012755,416906,638558,73048.33859020607,125586
50000,3,4,0.6500000000000004,58569910,543494,816798,87764.52920423556,151915
50000,3,4,0.6600000000000004,62242465,684091,1009872,103156.39861878495,178912
50000,3,4,0.6700000000000004,66078132,874148,1264658,120651.99694966045,210537
50000,3,4,0.6800000000000004,70020794,1141906,1623774,144216.1560265889,253153
50000,3,4,0.6900000000000004,74380201,1529024,2135346,174921.39688908192,309573
50000,3,4,0.7000000000000004,78818333,2087409,2854896,216373.75699286477,384933
50000,3,4,0.7100000000000004,83403537,2786480,3729064,257868.21663341532,462462
50000,3,4,0.7200000000000004,88206619,3846368,5040374,310703.61074373324,566843
50000,3,4,0.7300000000000004,93150345,5307085,6806342,375887.0754417247,694707
50000,3,4,0.7400000000000004,98350040,7480592,9356074,459682.6717977101,861642
50000,3,4,0.7500000000000004,103678349,10472096,12782098,550464.6204047377,1053764
50000,3,4,0.7600000000000005,109417569,14188404,16866916,642571.2363840616,1251859
50000,3,4,0.7700000000000005,115231168,19281729,22287098,752257.3967403886,1479889
50000,3,4,0.7800000000000005,121394499,25111233,28148808,844263.0366319871,1679352
50000,3,4,0.7900000000000005,127806910,32339497,35100284,954850.059170147,1909511
50000,3,4,0.8000000000000005,134214344,39513668,41412472,1.0336469205405604e6,2058510
50000,3,4,0.8100000000000005,141238507,48664552,49078158,1.13945370725991e6,2226790
50000,3,4,0.8200000000000005,148309715,57343827,55490710,1.2184136012050614e6,2329866
50000,3,4,0.8300000000000005,155890077,65905517,61025558,1.2934870989280492e6,2404112
50000,3,4,0.8400000000000005,163225533,75920398,66980862,1.3847794752669008e6,2483708
50000,3,4,0.8500000000000005,171160035,85733903,71746558,1.464247708704623e6,2548254
50000,3,4,0.8600000000000005,179328832,95477602,75456386,1.5330590363434218e6,2574906
50000,3,4,0.8700000000000006,188041952,105631687,78418982,1.604269182605082e6,2616576
50000,3,4,0.8800000000000006,196765343,117126687,81189756,1.6886240275636709e6,2674549
50000,3,4,0.8900000000000006,206019152,128271978,82528816,1.7600531033318983e6,2721509
