rep,n,d,p,a=0,a=2,a=4,a=6,a=8,a=10,a=12,a=14,a=16,a=18,a=20,a=22,a=24,a=26,a=28,a=30,a=32,a=34,a=36,a=38,a=40,a=42,a=44,a=46,a=48,a=50,a=52,a=54,a=56,a=58,a=60,a=62,a=64,a=66,a=68,a=70,a=72,a=74,a=76,a=78,a=80,a=82,a=84,a=86,a=88,a=90
50000,2,1,0.0,0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
50000,2,1,0.01,0.01001, 0.010016101538431393, 0.010034443399792606, 0.01006513787843078, 0.010108374000911292, 0.010164420384976572, 0.010233629354598865, 0.010316442429792391, 0.01041339735297453, 0.010525136864625315, 0.010652419502483695, 0.010796132774202513, 0.010957309147845649, 0.011137145424156659, 0.011278939385126132, 0.011425509926170148, 0.011600926754127258, 0.01180585963829843, 0.012041581689305806, 0.012309952443471814, 0.012613437942940222, 0.012955164392340106, 0.01333900616984165, 0.013323694355772839, 0.012909022808060049, 0.012535839816306498, 0.012199824624044679, 0.011897359261152474, 0.01162541679084343, 0.011381477285581539, 0.01116346709306769, 0.010969719215700956, 0.01079223882260938, 0.010617971901508802, 0.010461787003972434, 0.01032252439301617, 0.010199183575111436, 0.010090904527857422, 0.009996952204693918, 0.009916703770190714, 0.009849638135291975, 0.009795327453430529, 0.00975343031176609, 0.009723686411387435, 0.009705912579698743, 0.0097
50000,2,1,0.02,0.01933, 0.01934178249129684, 0.01937720188990839, 0.019436475043963748, 0.01951996697678454, 0.019628196407751205, 0.019761843698740664, 0.01992176145533437, 0.02010898809520553, 0.020324764794526464, 0.020570556341958958, 0.02084807657595842, 0.021159319263521346, 0.0215065955093845, 0.021950665902090556, 0.022453403869877597, 0.022996167600517255, 0.023584574970806387, 0.024224652770538018, 0.02492304198675855, 0.025687211926068924, 0.02652569989431069, 0.02744839359058839, 0.0274834625841008, 0.02663137900669401, 0.025864936667713907, 0.025175270218349862, 0.024554968654373083, 0.02399784729884822, 0.02349877767363806, 0.023053566487628286, 0.022658879838515916, 0.02229654288712182, 0.02193651102126074, 0.021613836243259566, 0.021326122560416844, 0.02107130297373555, 0.020847600694667248, 0.020653497132172825, 0.02048770552109482, 0.020349149302190048, 0.020236944553272736, 0.02015038592245392, 0.020088935637545973, 0.020052215267749033, 0.02004
50000,2,1,0.03,0.03082, 0.030838786155288546, 0.03089525929886009, 0.030989765176147526, 0.031122885785023122, 0.03129544817831774, 0.031508537133739516, 0.031763512056563456, 0.03206202861325398, 0.03240606575102227, 0.0327979589477069, 0.033240440769324905, 0.03373669010355736, 0.034290391805443264, 0.03492337009455155, 0.035628092732828215, 0.03640354438757081, 0.037256775925003795, 0.03819582353052105, 0.039229931122545206, 0.04036981445495669, 0.041627983284682056, 0.04301914205864863, 0.04298851843051096, 0.04153570011612191, 0.04021461820168917, 0.039009675483690824, 0.03790737867421445, 0.03689589023009396, 0.035964645450479414, 0.03510400706662327, 0.0343049297557013, 0.0336005786023487, 0.03305801561088349, 0.03257174922886476, 0.03213816872877185, 0.031754159171994686, 0.031417042963019906, 0.03112453160636663, 0.03087468596492321, 0.030665883678948617, 0.030496792690061596, 0.03036635004281825, 0.03027374532204982, 0.03021840823782341, 0.0302
50000,2,1,0.04,0.03991, 0.039934326912963336, 0.040007456152417215, 0.04012983543737895, 0.0403022184192171, 0.040525676080358675, 0.040801613141062364, 0.04113178994735308, 0.041518350485235105, 0.0419638573693467, 0.042471334899512714, 0.0430443215802641, 0.04368693387517848, 0.04440394344436318, 0.04530488666055443, 0.046322337315820195, 0.04742389328496417, 0.04862074939500636, 0.04992501542250567, 0.051350117695736636, 0.05291122479614251, 0.05462572969878952, 0.056513822312133526, 0.05656025168382601, 0.05476564288983243, 0.053146522341419124, 0.05168405366432214, 0.05036233504335785, 0.04916789867438565, 0.048089320705715664, 0.04711691880974364, 0.046242522013004474, 0.04544978926841016, 0.044715891976974356, 0.044058144238380746, 0.043471662005640045, 0.04295223186013046, 0.04249623195494526, 0.04210056675894222, 0.0417626133002358, 0.04148017709553145, 0.04125145633738457, 0.0410750132201685, 0.04094975153661344, 0.04087489988460402, 0.04085
50000,2,1,0.05,0.04984, 0.04987037968784883, 0.04996170420036241, 0.05011453265344352, 0.05032980621432668, 0.05060886233638755, 0.05095345524807594, 0.0513657832868005, 0.051848523883343677, 0.05240487725603092, 0.05303862018019827, 0.053754171575049234, 0.05455667212074492, 0.05545208071328499, 0.05662695521847846, 0.0579617782649092, 0.05939704988982777, 0.0609480144019891, 0.06263083766852769, 0.06446317819481552, 0.06646477000022294, 0.06865806449301848, 0.07106897833068015, 0.07109663838190129, 0.0687414170323632, 0.06660494726123872, 0.06466211877184523, 0.06289136850648223, 0.06127397567481076, 0.0597934747362329, 0.05843514596341683, 0.05718554649227852, 0.0560751377999513, 0.055169668436708424, 0.05435815103094847, 0.05363455973278476, 0.05299369610160425, 0.05243109156742639, 0.05194292691923669, 0.05152596598120064, 0.05117750123904382, 0.0508953096549371, 0.05067761728999905, 0.0505230716632878, 0.05043072103265608, 0.0504
50000,2,1,0.060000000000000005,0.05954, 0.05957629226754569, 0.05968539061174898, 0.05986796296520854, 0.06012513366775699, 0.06045850047168284, 0.06087015901827057, 0.06136273549149752, 0.06193942841120415, 0.06260406083114053, 0.06336114457321437, 0.06421595857901853, 0.06517464402225483, 0.0662443195358975, 0.06743997509967756, 0.06876634010893587, 0.07023184598077722, 0.07184942386626912, 0.07363402909726063, 0.07560303288464908, 0.07777670454443722, 0.080178812166237, 0.08283737874126246, 0.08290850458725954, 0.08039314726740936, 0.078137160358478, 0.07611459436843934, 0.07430396553771502, 0.07268760999638219, 0.07125122415724756, 0.06998357133366974, 0.06887635266087787, 0.06784646633018222, 0.06675092026330375, 0.06576904860847378, 0.06489356056557964, 0.06411816643404342, 0.06343745959884527, 0.06284681911776177, 0.06234232947487678, 0.061920714792798856, 0.06157928537218376, 0.06131589488777988, 0.06112890694498575, 0.06101717001133578, 0.06098
50000,2,1,0.07,0.07091, 0.0709532227862213, 0.07108315499293096, 0.07130059210384447, 0.07160687316729335, 0.07200390104882792, 0.07249417158189043, 0.07308081245720928, 0.0737676329969539, 0.07455918632072768, 0.0754608458462652, 0.07647889860325889, 0.0776206585088702, 0.07889460359910405, 0.0802457011904182, 0.08173130265962462, 0.08338932767428368, 0.08523332548982761, 0.08727957980213691, 0.08954747338215237, 0.09205998732568743, 0.09484435817990636, 0.09793293033064912, 0.0979171245870943, 0.09479672815742357, 0.09197988603367807, 0.0894337930524213, 0.08713070503759145, 0.08504706190535792, 0.08316279919062378, 0.08146080683190596, 0.07992650617681789, 0.07853857097815196, 0.07727037489974826, 0.07613376748560208, 0.07512030895907293, 0.07422271840897149, 0.07343473717747817, 0.07275101609581729, 0.07216702259153361, 0.0716789645330245, 0.0712837283440874, 0.07097882945438413, 0.07076237358554503, 0.07063302773204572, 0.07059
50000,2,1,0.08,0.07861, 0.07865791627732084, 0.07880195760815534, 0.07904300585648266, 0.07938254547568649, 0.07982268596035089, 0.08036619416235409, 0.0810165374032057, 0.08177793865309041, 0.08265544544736166, 0.08365501469432952, 0.08478361612187375, 0.08604935785336465, 0.08746163854076137, 0.0891974870134786, 0.09115157264640089, 0.09327488486535558, 0.09558849035573881, 0.098115429947366, 0.1008814555239854, 0.10391582863912804, 0.1072522392328589, 0.1109299077799971, 0.11098967324781395, 0.10743234025537143, 0.10421871164953707, 0.10131130927078175, 0.0986783626508029, 0.0962927995345143, 0.09413144569419468, 0.09217438499496165, 0.09040444315865503, 0.08880788688873562, 0.08737386775035619, 0.08608864316051335, 0.08494266979902536, 0.08392771473869073, 0.08303670097048227, 0.08226357989471897, 0.08160322628214109, 0.08105135216073293, 0.08060443683843398, 0.08025967087475439, 0.08001491230483349, 0.07986865382592225, 0.07982
50000,2,1,0.09,0.09057, 0.09062520642713268, 0.09079116270920516, 0.09106888488006849, 0.09146008324301658, 0.09196718823850873, 0.09259338767694453, 0.09334267641022494, 0.09421991990598898, 0.09523093364925903, 0.09638258085314115, 0.09768289164429356, 0.09914120774428892, 0.1007683577488389, 0.102502572392649, 0.1044110571687855, 0.10653898570193203, 0.10890388026011912, 0.11152671783609289, 0.1144324077875562, 0.11765043828132786, 0.12121572242030977, 0.12516969258507415, 0.12514746575819988, 0.12114874270119373, 0.11753779583943993, 0.11427254482387146, 0.11131736269845106, 0.10864194709445872, 0.10622043002178512, 0.10403067241105632, 0.1020537044047735, 0.10026768687562511, 0.09864862141896136, 0.09719755101008877, 0.095903700855527, 0.09475777564835161, 0.0937517851598516, 0.09287890027701774, 0.09213333440925517, 0.09151024626316007, 0.09100566083538295, 0.09061640615426465, 0.09034006385506868, 0.09017493213219825, 0.09012
50000,2,1,0.09999999999999999,0.10095, 0.10101153349695263, 0.10119650961128686, 0.10150606082194516, 0.10194209344576802, 0.10250731646988674, 0.1032052830516478, 0.10404044588287178, 0.10501822805022719, 0.10614511153685911, 0.10742874613144086, 0.10887808227328333, 0.11050353231517451, 0.11231716589096631, 0.11439238429566248, 0.1167031558231527, 0.11924542165182776, 0.12204232537015419, 0.1251202294374485, 0.1285094463728272, 0.13224510578887966, 0.13636821117387643, 0.14092695359581367, 0.14089929354459255, 0.1362848586345327, 0.13210492852786435, 0.12831050579579684, 0.12485969859949415, 0.12171636409733248, 0.11884899680542274, 0.1162297881246454, 0.11383379302186178, 0.11169410880430054, 0.1098905359992114, 0.10827410281738406, 0.10683280657885434, 0.1055562926912854, 0.10443566036614482, 0.10346330225043578, 0.10263277231852308, 0.10193867756723048, 0.10137659000515732, 0.10094297618538935, 0.10063514214836149, 0.10045119215214539, 0.10039
50000,2,1,0.10999999999999999,0.11042, 0.11048730588146077, 0.11068963438611479, 0.11102822422941803, 0.11150516055752657, 0.11212340648444845, 0.11288684848502359, 0.11380035695281072, 0.11486986370783195, 0.11610245880040136, 0.1175065096367875, 0.11909180628643667, 0.12086973787262055, 0.12285350626726203, 0.12520022491193655, 0.12782690457842685, 0.1306997200357331, 0.13384593733317696, 0.13729600213072748, 0.14108444685220958, 0.14525091817745478, 0.14984139435795013, 0.15490967289461297, 0.15492547863816794, 0.14988902438043233, 0.14533101946946336, 0.14119812718194125, 0.13744487689527304, 0.13403220091764653, 0.1309262485193931, 0.12809740040614556, 0.1255194199255374, 0.12320953888821355, 0.12122002148174207, 0.11943693740409358, 0.11784704652397979, 0.116438926712158, 0.11520275952730731, 0.11413015331420222, 0.11321399747538033, 0.11244834300025182, 0.11182830538073292, 0.11134998687887876, 0.11101041579350074, 0.11080750093563636, 0.11074
50000,2,1,0.11999999999999998,0.12017, 0.12024324893837264, 0.12046344289240536, 0.12083192995516909, 0.12135097938959054, 0.12202381595033794, 0.12285466928496142, 0.12384883983896759, 0.12501278320747783, 0.1263542154867305, 0.1278822429184274, 0.1296075200275399, 0.13154244158804834, 0.1337013751868908, 0.13618334522755562, 0.13894909835385025, 0.14198934763605953, 0.1453319388623928, 0.14900849780249634, 0.1530553168879171, 0.1575143993176485, 0.16243472635149767, 0.1678738288243637, 0.16791235532427948, 0.16255082453129896, 0.15770964621692013, 0.1533324126916372, 0.14937138004107606, 0.14578595634953734, 0.14254151081498087, 0.1396084319339144, 0.1369613830732063, 0.1345692047004613, 0.13239625788528256, 0.13044877712682787, 0.1287123015809586, 0.1271743560216367, 0.12582421676744984, 0.12465271846986047, 0.12365209494895675, 0.12281584870760943, 0.12213864489615557, 0.12161622641322892, 0.12124534757290865, 0.12102372438292548, 0.12095
50000,2,1,0.12999999999999998,0.13105, 0.13112988078034182, 0.1313700107435276, 0.13177186003682734, 0.13233790337860127, 0.13307165748765906, 0.13397773495709744, 0.13506191612628948, 0.13633124106964697, 0.13779412448644945, 0.13946049708296504, 0.14134197802786821, 0.1434520842981871, 0.145806484299256, 0.14836116575154526, 0.151181181059284, 0.15431454239027295, 0.15778775579778487, 0.1616321246557145, 0.16588450418032033, 0.17058828352114971, 0.17579464631661157, 0.18156418410723688, 0.1815859170046243, 0.17586013759752622, 0.17069842279766265, 0.1660408146337002, 0.16183682745696407, 0.15804386822643054, 0.154626019055305, 0.1515531128223972, 0.14880005889524456, 0.14629602915306567, 0.14393372426072984, 0.14181653331464583, 0.13992873530285443, 0.13825676786511404, 0.1367889728214269, 0.13551538612320424, 0.13442756481883858, 0.13351844519688932, 0.13278222751050922, 0.132214283679835, 0.1318110851786833, 0.13157014897983327, 0.13149
50000,2,1,0.13999999999999999,0.13982, 0.13990522648384088, 0.1401614261896988, 0.14059016764860377, 0.14119409118959478, 0.1419769488739004, 0.1429436619740674, 0.14410039765568547, 0.14545466712215072, 0.14701544819302287, 0.1487933361475786, 0.15080072772114744, 0.153052044460681, 0.1555640033172212, 0.1584194347349553, 0.1615956477822551, 0.16509422449724354, 0.16894674135591317, 0.1731893167529996, 0.1778635974082441, 0.18301793984776946, 0.18870885904095408, 0.19500283549787975, 0.1949751754466589, 0.18862550650161028, 0.18287776258675392, 0.17766465683121352, 0.17292878591504454, 0.16862078008309148, 0.16469779965083758, 0.16112228008374857, 0.157860843461155, 0.15494094623055468, 0.15243904814471732, 0.1501967482652483, 0.14819739659499206, 0.14642662934744977, 0.14487209943806773, 0.14352325402324917, 0.1423711512409427, 0.14140830997124418, 0.14062858774898448, 0.14002708301204853, 0.13960005872677336, 0.13934488513903373, 0.13926
50000,2,1,0.15,0.15001, 0.15010143774024412, 0.15037630913114503, 0.15083629701736304, 0.15148423415356727, 0.1523241460490201, 0.15336131263574626, 0.15460235053875615, 0.15605531837357547, 0.15772984825801722, 0.15963730764910783, 0.16179099674902844, 0.16420638813865132, 0.1669014170906625, 0.16988602645322745, 0.1731918756761266, 0.176850850136954, 0.1808948229153112, 0.18536089055765925, 0.19029232106827024, 0.1957397402125694, 0.20176262265550482, 0.20843117863700322, 0.20844550259209968, 0.2018057873633795, 0.19581233200845266, 0.1903953438670897, 0.18549580831302906, 0.18106362428873668, 0.17705614157527075, 0.1734370125199968, 0.17017529693430267, 0.16722407165340095, 0.1645238326594186, 0.16210377182440494, 0.15994591920312587, 0.1580347723030463, 0.15635700520997517, 0.15490122849126736, 0.15365779140825706, 0.15261861976646685, 0.15177708414959773, 0.15112789441843655, 0.15066701728158857, 0.15039161450809072, 0.1503
50000,2,1,0.16,0.15885, 0.1589468261118442, 0.1592378955101819, 0.15972499020870892, 0.16041110989463694, 0.16130051729809325, 0.1623988034943565, 0.16371297502220666, 0.16525156538659136, 0.16702477432028304, 0.16904463915780218, 0.1713252438743058, 0.17388297284065277, 0.1767368182444734, 0.17989389313232645, 0.18339014640310103, 0.18726064891592079, 0.1915390652526867, 0.1962646064486047, 0.20148302907397364, 0.20724788792771018, 0.21362211231794484, 0.22068000166230825, 0.22057528861125789, 0.2133065634189972, 0.2067172168681511, 0.20072989688950335, 0.19527831113349237, 0.190305069005574, 0.1857598977116717, 0.18159811154446345, 0.1777792261672243, 0.17437810213066365, 0.17156234393021808, 0.1690387502198268, 0.16678858228015023, 0.16479567440490017, 0.16304613058256343, 0.1615280741279854, 0.16023144143324194, 0.15914781288089486, 0.1582702754408962, 0.1575933126560331, 0.15711271868625, 0.15682553387793105, 0.15673
50000,2,1,0.17,0.1687, 0.16880283012318578, 0.1691119482062884, 0.16962924676240815, 0.17035791148394383, 0.1713024694251607, 0.1724688583537685, 0.17386451927131177, 0.17549851482983667, 0.177381677229023, 0.1795267902167043, 0.18194881108969152, 0.18466514018394486, 0.18769594735816275, 0.19106186583860535, 0.19479179280305037, 0.19891797110931742, 0.20347648502769755, 0.2085092511174236, 0.2140650975390596, 0.22020110789529213, 0.22698430570640862, 0.2344937823916298, 0.23449279453265634, 0.22698132883000333, 0.2201961015645412, 0.21405799251845156, 0.20849994644463957, 0.20346484355366842, 0.19890381307908953, 0.1947748868138184, 0.19104191615025518, 0.1876736953193543, 0.18464324745837543, 0.18192724039483876, 0.17950550666125578, 0.17736064798453688, 0.17547770884112043, 0.17384390699872562, 0.1724484115418703, 0.17128216089292211, 0.17033771493249275, 0.1696091365968161, 0.16909189936832736, 0.1687828179322998, 0.16868
